주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,장애인전용주차구역보유여부,데이터기준일자,제공기관코드,제공기관명
350-1-000017,효곡동 노상14,공영,노상,경상북도 포항시 남구 효자로118번길 13-2,,10,2,미시행,평일+토요일+공휴일,00:00,22:00,00:00,22:00,00:00,22:00,무료,20,0,,,,,,,,경상북도 포항시청,,36.00912881,129.3383782,,2026-04-16,5020000,경상북도 포항시
350-1-000016,효곡동 노상13,공영,노상,경상북도 포항시 남구 효자동길2번길 45,,5,2,미시행,평일+토요일+공휴일,00:00,22:00,00:00,22:00,00:00,22:00,무료,20,0,,,,,,,,경상북도 포항시청,,36.00910843,129.3349127,,2026-04-16,5020000,경상북도 포항시
350-1-000015,효곡동 노상12,공영,노상,경상북도 포항시 남구 효자동길6번길 40,,4,2,미시행,평일+토요일+공휴일,00:00,22:00,00:00,22:00,00:00,22:00,무료,20,0,,,,,,,,경상북도 포항시청,,36.00910917,129.3343378,,2026-04-16,5020000,경상북도 포항시
350-1-000014,효곡동 노상11,공영,노상,경상북도 포항시 남구 효자동길2번길31,,9,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시청,,36.00873735,129.3335127,,2026-04-16,5020000,경상북도 포항시
350-1-000013,효곡동 노상10,공영,노상,경상북도 포항시 남구 유동길30,,31,2,미시행,평일+토요일+공휴일,00:00,22:00,00:00,22:00,00:00,22:00,무료,20,0,,,,,,,,경상북도 포항시청,,36.00642736,129.3261184,,2026-04-16,5020000,경상북도 포항시
350-1-000012,효곡동 노상9,공영,노상,경상북도 포항시 남구 유동길30,,4,2,미시행,평일+토요일+공휴일,00:00,22:00,00:00,22:00,00:00,22:00,무료,20,0,,,,,,,,경상북도 포항시청,,36.00642736,129.3261184,,2026-04-16,5020000,경상북도 포항시
350-1-000011,효곡동 노상8,공영,노상,경상북도 포항시 남구 유동길24,,2,2,미시행,평일+토요일+공휴일,00:00,22:00,00:00,22:00,00:00,22:00,무료,20,0,,,,,,,,경상북도 포항시청,,36.00658221,129.3266448,,2026-04-16,5020000,경상북도 포항시
350-1-000010,효곡동 노상7,공영,노상,경상북도 포항시 남구 효자동길1번길22,,5,2,미시행,평일+토요일+공휴일,00:00,22:00,00:00,22:00,00:00,22:00,무료,20,0,,,,,,,,경상북도 포항시청,,36.00712774,129.328131,,2026-04-16,5020000,경상북도 포항시
350-1-000009,효곡동 노상6,공영,노상,경상북도 포항시 남구 효자동길5번길 24,,14,2,미시행,평일+토요일+공휴일,00:00,22:00,00:00,22:00,00:00,22:00,무료,20,0,,,,,,,,경상북도 포항시청,,36.00743863,129.3277764,,2026-04-16,5020000,경상북도 포항시
350-1-000008,효곡동 노상5,공영,노상,경상북도 포항시 남구 효자동길1번길 24,,116,2,미시행,평일+토요일+공휴일,00:00,22:00,00:00,22:00,00:00,22:00,무료,20,0,,,,,,,,경상북도 포항시청,,36.00705084,129.327943,,2026-04-16,5020000,경상북도 포항시
350-1-000007,효곡동 노상4,공영,노상,경상북도 포항시 남구 효자동길2번길29,,4,2,미시행,평일+토요일+공휴일,00:00,22:00,00:00,22:00,00:00,22:00,무료,20,0,,,,,,,,경상북도 포항시청,,36.00873065,129.3333153,,2026-04-16,5020000,경상북도 포항시
350-1-000006,효곡동 노상3,공영,노상,경상북도 포항시 남구 효자동길2번길9,,27,2,미시행,평일+토요일+공휴일,00:00,22:00,00:00,22:00,00:00,22:00,무료,20,0,,,,,,,,경상북도 포항시청,,36.00808188,129.3312618,,2026-04-16,5020000,경상북도 포항시
350-1-000005,효곡동 노상2,공영,노상,경상북도 포항시 남구 효자동길1번길 8,,18,2,미시행,평일+토요일+공휴일,00:00,22:00,00:00,22:00,00:00,22:00,무료,20,0,,,,,,,,경상북도 포항시청,,36.00759664,129.3294754,,2026-04-16,5020000,경상북도 포항시
350-1-000004,효곡동 노상1,공영,노상,경상북도 포항시 남구 효자동길7번길 11,,21,2,미시행,평일+토요일+공휴일,00:00,22:00,00:00,22:00,00:00,22:00,무료,20,0,,,,,,,,경상북도 포항시청,,36.00788927,129.3290075,,2026-04-16,5020000,경상북도 포항시
350-1-000003,MBC 뒤편 노상주차장,공영,노상,경상북도 포항시 남구 새천년대로421,,47,2,미시행,평일+토요일+공휴일,00:00,22:00,00:00,22:00,00:00,22:00,무료,20,0,,,,,,,,경상북도 포항시 교통지원과,,36.01442986,129.3438023,,2026-04-16,5020000,경상북도 포항시
350-1-000002,구룡포 내항 공영주차장,공영,노상,경상북도 포항시 남구 구룡포읍 호미로 222,경상북도 포항시 남구 구룡포읍 구룡포리 954-2,173,3,미시행,평일+토요일+공휴일,00:00,22:00,00:00,22:00,00:00,22:00,무료,0,0,,,,,,,,해수부+구룡포읍  행정복지센터,,35.98982629,129.555554,,2026-04-16,5020000,경상북도 포항시
351-2-000025,화진해수욕장 노외주차장,공영,노외,,경상북도 포항시 북구 송라면 지경리 410-10,109,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,청하면 행정복지센터,,36.25194842,129.3732846,,2026-04-16,5020000,경상북도 포항시
351-2-000024,월포 공영주차장,공영,노외,,"경상북도 포항시 북구 청하면 용두리 158-1, 158-2, 159-1, 159-2",210,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,전기차 충전소 설치중,경상북도 포항시 교통지원과,,36.20060159,129.3682867,,2026-04-16,5020000,경상북도 포항시
351-2-000023,월포5 공영주차장,공영,노외,,경상북도 포항시 북구 청하면 용두리 431-5,20,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,청하면 행정복지센터,,36.20097387,129.3704227,,2026-04-16,5020000,경상북도 포항시
351-2-000022,월포4 공영주차장,공영,노외,,경상북도 포항시 북구 청하면 월포리 92-88,13,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,청하면 행정복지센터,,36.201750,129.3708474,,2026-04-16,5020000,경상북도 포항시
351-2-000021,월포3 공영주차장,공영,노외,,경상북도 포항시 북구 청하면 용두리 431-108,74,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,청하면 행정복지센터,,36.20072612,129.371061,,2026-04-16,5020000,경상북도 포항시
351-2-000020,월포2 공영주차장,공영,노외,경상북도 포항시 북구 청하면 해안로 2308번길 85,경상북도 포항시 북구 청하면 월포리 92-77,14,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,청하면 행정복지센터,,36.20454343,129.3710704,,2026-04-16,5020000,경상북도 포항시
351-2-000019,월포1 공영주차장,공영,노외,,경상북도 포항시 북구 청하면 월포리 92-75,13,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,청하면 행정복지센터,,36.20482045,129.3711563,,2026-04-16,5020000,경상북도 포항시
351-2-000018,환호동 해변공원 공영주차장,공영,노외,,경상북도 포항시 북구 두호동 1015-4,105,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시 도시계획과+민자사업추진단,,36.06338366,129.3933218,,2026-04-16,5020000,경상북도 포항시
351-2-000017,두호동 산호녹원맨션 옆 주차장,공영,노외,,경상북도 포항시 북구 두호동 산30-1,71,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시 공원과+새마을체육과 협의중,,36.0704562,129.383624,,2026-04-16,5020000,경상북도 포항시
351-2-000016,칠포해수욕장2 공영주차장,공영,노외,,경상북도 포항시 북구 흥해읍 흥안리 10-1,353,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,파인비치호텔 주차장,,36.13072756,129.3965711,,2026-04-16,5020000,경상북도 포항시
351-2-000015,칠포해수욕장 공영주차장,공영,노외,,경상북도 포항시 북구 흥해읍 칠포리 197-20,570,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,파인비치호텔 주차장,,36.13198433,129.3978166,,2026-04-16,5020000,경상북도 포항시
351-2-000014,캠프리피 공영주차장,공영,노외,,경상북도 포항시 북구 장성동 1302,638,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시 교통지원과/컨벤션관광산업과 사업 추진중,,36.06331866,129.3795406,,2026-04-16,5020000,경상북도 포항시
351-2-000013,만남의 광장2 공영주차장,공영,노외,,경상북도 포항시 북구 용흥동 산24-3,100,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,전기차 충전소,경상북도 포항시 교통지원과,,36.04694956,129.3405365,,2026-04-16,5020000,경상북도 포항시
351-2-000012,만남의 광장1 공영주차장,공영,노외,,경상북도 포항시 북구 용흥동 산24-3,126,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,전기차 충전소,경상북도 포항시 교통지원과,,36.04694956,129.3405365,,2026-04-16,5020000,경상북도 포항시
351-2-000011,신광면 법광사 밑 공영주차장,공영,노외,,경상북도 포항시 북구 신광면 상읍리850-2,26,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시 교통지원과,,36.14628708,129.2439135,,2026-04-16,5020000,경상북도 포항시
351-2-000010,월포해수욕장 노외주차장,공영,노외,,경상북도 포항시 북구 청하면 월포리 293-28,31,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,청하면 행정복지센터,,36.20181653,129.3693112,,2026-04-16,5020000,경상북도 포항시
351-2-000009,항구동 공영주차장,공영,노외,,경상북도 포항시 북구 항구동 17-11,353,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경북개발공사 부지(경상북도 포항시 교통지원과),,36.05328505,129.3764885,,2026-04-16,5020000,경상북도 포항시
351-2-000008,영일대1 공영주차장,공영,노외,,경상북도 포항시 북구 두호동 1016-3,41,1,미시행,평일+토요일+공휴일,12:00,21:00,12:00,21:00,12:00,21:00,유료,30,700,,,,,,,,포항시시설관리공단,,36.06153949,129.3807528,,2026-04-16,5020000,경상북도 포항시
351-2-000007,영일대2 공영주차장,공영,노외,,경상북도 포항시 북구 두호동 1002-1,100,1,미시행,평일+토요일+공휴일,12:00,23:59,12:00,23:59,12:00,23:59,유료,30,700,,,,,,,전기차 충전소,포항시시설관리공단,,36.06368765,129.3831796,,2026-04-16,5020000,경상북도 포항시
351-2-000006,죽도 공영주차장,공영,노외,,경상북도 포항시 북구 죽도동 74-2,21,1,미시행,평일+토요일+공휴일,10:00,19:00,10:00,19:00,10:00,19:00,유료,30,700,,,,,,,,포항시시설관리공단,,36.03181754,129.3641015,,2026-04-16,5020000,경상북도 포항시
351-2-000005,포항역 공영주차장,공영,노외,,경상북도 포항시 북구 흥해읍 이인리 114,405,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,20,500,,,,,,,,포항시시설관리공단,,36.07353428,129.3409224,,2026-04-16,5020000,경상북도 포항시
351-2-000004,동빈부두 공영주차장,공영,노외,,경상북도 포항시 북구 동빈2가 148-4,49,1,미시행,평일+토요일+공휴일,10:00,19:00,10:00,19:00,10:00,19:00,유료,30,700,,,,,,,,포항시시설관리공단,,36.03827625,129.3698876,,2026-04-16,5020000,경상북도 포항시
351-2-000003,죽도어시장 공영주차장,공영,노외,,경상북도 포항시 북구 죽도동 556-203,169,1,미시행,평일+토요일+공휴일,07:00,22:00,07:00,22:00,07:00,22:00,유료,30,700,,,,,,,,포항시시설관리공단,,36.03656345,129.3692565,,2026-04-16,5020000,경상북도 포항시
351-2-000002,오거리 공영주차장,공영,노외,경상북도 포항시 북구 죽도시장 4길 22,경상북도 포항시 북구 죽도동 15-4,171,1,미시행,평일+토요일+공휴일,06:00,22:00,06:00,22:00,06:00,22:00,유료,30,500,,,,,,,,포항시시설관리공단,,36.03334173,129.3670105,,2026-04-16,5020000,경상북도 포항시
351-2-000001,칠성천 공영주차장,공영,노외,경상북도 포항시 북구 칠성천길 127,경상북도 포항시 북구 죽도동 556-1,128,1,미시행,평일+토요일+공휴일,09:00,19:00,09:00,19:00,09:00,19:00,유료,20,500,,,,,,,,포항시시설관리공단,,36.03663294,129.3676497,,2026-04-16,5020000,경상북도 포항시
351-1-000082,송라면 노상2,공영,노상,경상북도 포항시 북구 송라면 보경로43번길 9,,19,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 포항시청,,36.22734645,129.3579738,,2026-04-16,5020000,경상북도 포항시
351-1-000081,송라면 노상1,공영,노상,경상북도 포항시 북구 송라면 동해대로 3280,,12,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 포항시청,,36.25458991,129.3723714,,2026-04-16,5020000,경상북도 포항시
351-1-000080,기계면 노상5,공영,노상,,경상북도 포항시 북구 기계면 현내리368-6,20,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 포항시청,,36.0705816,129.2083203,,2026-04-16,5020000,경상북도 포항시
351-1-000079,기계면 노상4,공영,노상,경상북도 포항시 북구 기계면 기계로 60-1,경상북도 포항시 북구 기계면 현내리 481-11,9,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 포항시청,,36.07011733,129.2099885,,2026-04-16,5020000,경상북도 포항시
351-1-000078,기계면 노상3,공영,노상,경상북도 포항시 북구 기계면 자조길 15,경상북도 포항시 북구 기계면 현내리 100,89,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 포항시청,,36.07086303,129.2115228,,2026-04-16,5020000,경상북도 포항시
351-1-000077,기계면 노상2,공영,노상,경상북도 포항시 북구 기계면 근면길 14,경상북도 포항시 북구 기계면 현내리 284,25,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 포항시청,,36.07238906,129.2102624,,2026-04-16,5020000,경상북도 포항시
351-1-000076,기계면 노상1,공영,노상,경상북도 포항시 북구 기계면 근면길 31,경상북도 포항시 북구 기계면 현내리 268-3,56,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 포항시청,,36.07159419,129.2080532,,2026-04-16,5020000,경상북도 포항시
351-1-000075,청하면 노상1,공영,노상,경상북도 포항시 북구 청하면 해안로2308번길 67,,5,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 포항시청,,36.20297416,129.3707961,,2026-04-16,5020000,경상북도 포항시
351-1-000074,두호동 노상4,공영,노상,경상북도 포항시 북구 삼호로217번길19,,13,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 포항시청,,36.05792198,129.3751996,,2026-04-16,5020000,경상북도 포항시
351-1-000073,두호동 노상3,공영,노상,경상북도 포항시 북구 학전로76,,7,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 포항시청,,36.05927138,129.3755817,,2026-04-16,5020000,경상북도 포항시
351-1-000072,두호동 노상2,공영,노상,경상북도 포항시 북구 학전로67,,5,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 포항시청,,36.05867554,129.3748279,,2026-04-16,5020000,경상북도 포항시
351-1-000071,두호동 노상1,공영,노상,경상북도 포항시 북구 해안로 199-8,경상북도 포항시 북구 두호동 308-2,10,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 포항시청,,36.06483539,129.3847723,,2026-04-16,5020000,경상북도 포항시
351-1-000070,흥해읍 노상7,공영,노상,경상북도 포항시 북구 흥해읍 중성로32번길33,,36,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 포항시청,,36.10569632,129.3471604,,2026-04-16,5020000,경상북도 포항시
351-1-000069,흥해읍 노상6,공영,노상,경상북도 포항시 북구 흥해읍 중성로32번길8,,40,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 포항시청,,36.10789348,129.3463041,,2026-04-16,5020000,경상북도 포항시
351-1-000068,흥해읍 노상5,공영,노상,,경상북도 포항시 북구 흥해읍 망천리875-1,26,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,,,,,,,,경상북도 포항시청,,36.11239744,129.3513023,,2026-04-16,5020000,경상북도 포항시
351-1-000067,흥해읍 노상4,공영,노상,,경상북도 포항시 북구 흥해읍 옥성리 2-1,37,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시청,,36.11186562,129.3469504,,2026-04-16,5020000,경상북도 포항시
351-1-000066,흥해읍 노상3,공영,노상,경상북도 포항시 북구 흥해읍 한동로 57,,5,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시청,,36.11031631,129.3479408,,2026-04-16,5020000,경상북도 포항시
351-1-000065,흥해읍 노상2,공영,노상,,경상북도 포항시 북구 흥해읍 옥성리 43-19,33,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시청,,36.11160899,129.3439491,,2026-04-16,5020000,경상북도 포항시
351-1-000064,흥해읍 노상1,공영,노상,,경상북도 포항시 북구 흥해읍 마산리 62-9,8,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시청,,36.1115257,129.3429209,,2026-04-16,5020000,경상북도 포항시
351-1-000063,장량동 노상2,공영,노상,경상북도 포항시 북구 새천년대로 1304,,77,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시청,,36.07508674,129.3898709,,2026-04-16,5020000,경상북도 포항시
351-1-000062,장량동 노상1,공영,노상,경상북도 포항시 북구 침촌로20,,9,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시청,,36.08226564,129.3774076,,2026-04-16,5020000,경상북도 포항시
351-1-000061,양학동 노상,공영,노상,,경상북도 포항시 북구 학잠동 124-1,25,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시청,,36.03143209,129.3485747,,2026-04-16,5020000,경상북도 포항시
351-1-000060,용흥동 노상5,공영,노상,경상북도 포항시 북구 새천년대로 598,,20,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,외부차량 주차금지,경상북도 포항시청,,36.02714877,129.3546648,,2026-04-16,5020000,경상북도 포항시
351-1-000059,용흥동 노상4,공영,노상,,경상북도 포항시 북구 용흥동 631-1,73,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,외부차량 주차금지,경상북도 포항시청,,36.02461884,129.354171,,2026-04-16,5020000,경상북도 포항시
351-1-000058,용흥동 노상3,공영,노상,경상북도 포항시 북구 용흥로8번길34-3,,54,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시청,,36.03471873,129.3597773,,2026-04-16,5020000,경상북도 포항시
351-1-000057,용흥동 노상2,공영,노상,,경상북도 포항시 북구 용흥동 470-2,100,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,외부차량 출입금지,경상북도 포항시청,,36.04397034,129.3483565,,2026-04-16,5020000,경상북도 포항시
351-1-000056,용흥동 노상1,공영,노상,경상북도 포항시 북구 새마을로64,,8,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,외부차량 출입금지,경상북도 포항시청,,36.03998643,129.3539057,,2026-04-16,5020000,경상북도 포항시
351-1-000055,우창동 노상3,공영,노상,,경상북도 포항시 북구 우현동 462,11,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시청,,36.0526785,129.3635167,,2026-04-16,5020000,경상북도 포항시
351-1-000054,우창동 노상2,공영,노상,,경상북도 포항시 북구 창포동 633,15,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시청,,36.06242594,129.3695819,,2026-04-16,5020000,경상북도 포항시
351-1-000053,우창동 노상1,공영,노상,,경상북도 포항시 북구 창포동 315-1,27,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시청,,36.06420198,129.3710696,,2026-04-16,5020000,경상북도 포항시
351-1-000052,죽도동 노상18,공영,노상,경상북도 포항시 북구 상대로38,,9,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시청,,36.01696082,129.3513121,,2026-04-16,5020000,경상북도 포항시
351-1-000051,죽도동 노상17,공영,노상,경상북도 포항시 북구 상대로58,,20,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시청,,36.01603691,129.3534717,,2026-04-16,5020000,경상북도 포항시
351-1-000050,죽도동 노상16,공영,노상,경상북도 포항시 북구 상대로 43-1,,8,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,고객전용,경상북도 포항시청,,36.01702271,129.3523826,,2026-04-16,5020000,경상북도 포항시
351-1-000049,죽도동 노상15,공영,노상,경상북도 포항시 북구 상대로23,,47,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시청,,36.01803961,129.3504793,,2026-04-16,5020000,경상북도 포항시
351-1-000048,죽도동 노상14,공영,노상,경상북도 포항시 북구 포스코대로314,,13,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시청,,36.01885792,129.3579189,,2026-04-16,5020000,경상북도 포항시
351-1-000047,죽도동 노상13,공영,노상,경상북도 포항시 북구 포스코대로299,,4,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,은행용무 외 제한,경상북도 포항시청,,36.02002761,129.3571897,,2026-04-16,5020000,경상북도 포항시
351-1-000046,죽도동 노상12,공영,노상,경상북도 포항시 북구 중흥로 195,,43,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,외부차량 출입금지,경상북도 포항시청,,36.02204016,129.3561765,,2026-04-16,5020000,경상북도 포항시
351-1-000045,죽도동 노상11,공영,노상,경상북도 포항시 북구 양학천로73,,31,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시청,,36.02095634,129.3592512,,2026-04-16,5020000,경상북도 포항시
351-1-000044,죽도동 노상10,공영,노상,경상북도 포항시 북구 양학천로85,,4,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,고객 전용,경상북도 포항시청,,36.02129717,129.3600069,,2026-04-16,5020000,경상북도 포항시
351-1-000043,죽도동 노상9,공영,노상,경상북도 포항시 북구 양학천로 32,,61,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,입주민 전용,경상북도 포항시청,,36.02261399,129.355274,,2026-04-16,5020000,경상북도 포항시
351-1-000042,죽도동 노상8,공영,노상,,경상북도 포항시 북구 죽도동 683,20,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,입주민 전용,경상북도 포항시청,,36.02370098,129.3598893,,2026-04-16,5020000,경상북도 포항시
351-1-000041,죽도동 노상7,공영,노상,경상북도 포항시 북구 양학천로90,,36,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시청,,36.02152255,129.3605812,,2026-04-16,5020000,경상북도 포항시
351-1-000040,죽도동 노상6,공영,노상,경상북도 포항시 북구 대해로34,,24,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시청,,36.02490481,129.3571789,,2026-04-16,5020000,경상북도 포항시
351-1-000039,죽도동 노상5,공영,노상,경상북도 포항시 북구 양학천로 122,,26,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시청,,36.02431127,129.3610951,,2026-04-16,5020000,경상북도 포항시
351-1-000038,죽도동 노상4,공영,노상,경상북도 포항시 북구 죽파로 32,,8,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,고객전용,경상북도 포항시청,,36.02824273,129.3598293,,2026-04-16,5020000,경상북도 포항시
351-1-000037,죽도동 노상3,공영,노상,경상북도 포항시 북구 죽파로37-1,,10,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시청,,36.02819924,129.3607565,,2026-04-16,5020000,경상북도 포항시
351-1-000036,죽도동 노상2,공영,노상,경상북도 포항시 북구 칠성천길26,,24,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시청,,36.03124234,129.3597725,,2026-04-16,5020000,경상북도 포항시
351-1-000035,죽도동 노상1,공영,노상,,경상북도 포항시 북구 죽도동 557-60,34,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,,경상북도 포항시청,,36.03202106,129.3699789,,2026-04-16,5020000,경상북도 포항시
351-1-000034,중앙동 노상 23,공영,노상,경상북도 포항시 북구 동빈로35,,33,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,20,0,,,,,,,고객전용,경상북도 포항시청,,36.04012973,129.368691,,2026-04-16,5020000,경상북도 포항시
